date,avgtemp,evaporation,H,Q,rainfall
12/5/2009,27.4,1.9,649.0,3370.0,0.2
13/5/2009,26.6,1.8,708.0,4030.0,0.3
14/5/2009,26.2,2.0,732.0,4320.0,6.7
15/5/2009,26.5,1.6,696.0,3890.0,18.0
16/5/2009,27.4,1.5,780.0,4940.0,2.7
17/5/2009,27.7,1.7,879.0,6370.0,17.4
18/5/2009,26.8,0.9,888.0,6510.0,3.2
19/5/2009,26.6,1.8,875.0,6310.0,0.3
20/5/2009,27.1,1.7,830.0,5630.0,5.2
21/5/2009,26.5,1.3,794.0,5130.0,1.2
22/5/2009,27.2,1.6,769.0,4790.0,0.0
23/5/2009,28.4,2.1,761.0,4680.0,0.0
24/5/2009,29.6,2.7,749.0,4530.0,0.0
25/5/2009,29.5,2.7,757.0,4630.0,0.0
26/5/2009,29.6,2.7,725.0,4230.0,0.0
27/5/2009,29.8,2.7,690.0,3820.0,0.0
28/5/2009,29.3,1.8,710.0,4050.0,0.0
29/5/2009,24.1,0.9,759.0,4660.0,25.8
30/5/2009,26.4,2.5,840.0,5780.0,0.0
31/5/2009,27.5,1.8,852.0,5960.0,0.0
1/6/2009,28.5,3.0,806.0,5290.0,0.0
2/6/2009,29.6,1.4,756.0,4620.0,12.8
3/6/2009,25.2,1.9,766.0,4750.0,24.0
4/6/2009,27.1,2.4,833.0,5680.0,0.0
5/6/2009,28.2,1.6,842.0,5810.0,0.3
6/6/2009,27.9,1.6,820.0,5490.0,0.9
7/6/2009,30.9,1.9,795.0,5140.0,0.0
8/6/2009,32.4,5.2,776.0,4880.0,0.0
9/6/2009,32.4,4.2,745.0,4480.0,0.0
10/6/2009,32.0,2.7,714.0,4100.0,0.0
11/6/2009,29.4,2.1,704.0,3980.0,0.0
12/6/2009,29.2,2.6,664.0,3520.0,1.5
13/6/2009,29.5,2.3,651.0,3390.0,27.8
14/6/2009,30.4,3.0,622.0,3100.0,0.0
15/6/2009,28.8,2.6,599.0,2870.0,1.7
16/6/2009,26.8,1.0,650.0,3380.0,17.3
17/6/2009,28.1,2.1,702.0,3960.0,0.0
18/6/2009,30.1,1.9,737.0,4380.0,0.2
19/6/2009,31.5,2.7,720.0,4170.0,0.0
20/6/2009,32.6,3.3,707.0,4020.0,0.0
21/6/2009,32.7,3.9,656.0,3440.0,0.0
22/6/2009,32.6,3.4,627.0,3150.0,0.0
23/6/2009,30.0,2.5,661.0,3490.0,52.1
24/6/2009,30.5,2.6,685.0,3760.0,0.0
25/6/2009,30.2,2.2,681.0,3720.0,0.0
26/6/2009,28.9,1.3,673.0,3620.0,1.5
27/6/2009,27.8,1.2,687.0,3790.0,0.1
28/6/2009,30.1,2.3,709.0,4040.0,0.0
29/6/2009,29.1,2.1,729.0,4280.0,9.5
30/6/2009,30.3,2.9,740.0,4420.0,0.0
1/7/2009,29.4,1.6,710.0,4050.0,0.0
2/7/2009,30.8,1.9,763.0,4710.0,0.4
3/7/2009,30.2,2.2,811.0,5360.0,0.0
4/7/2009,27.9,1.1,810.0,5370.0,10.9
5/7/2009,25.3,0.4,907.0,7230.0,21.6
6/7/2009,26.1,0.6,1092.0,10900.0,6.9
7/7/2009,27.5,1.4,1177.0,11500.0,13.2
8/7/2009,28.0,2.6,1190.0,10900.0,30.0
9/7/2009,29.7,2.0,1178.0,10400.0,1.5
10/7/2009,30.7,2.4,1163.0,10100.0,0.0
11/7/2009,30.9,2.3,1143.0,9670.0,0.0
12/7/2009,29.1,2.0,1095.0,8890.0,67.2
13/7/2009,26.2,0.5,1073.0,8560.0,104.0
14/7/2009,29.6,1.9,1081.0,8690.0,0.0
15/7/2009,30.6,2.3,1081.0,8690.0,0.0
16/7/2009,29.4,1.8,1056.0,8340.0,2.4
17/7/2009,27.1,0.4,1040.0,8110.0,52.9
18/7/2009,29.0,2.0,1040.0,8100.0,3.4
19/7/2009,30.5,2.1,1036.0,8060.0,0.0
20/7/2009,26.8,0.8,1026.0,7920.0,61.3
21/7/2009,28.3,1.8,1035.0,8040.0,0.0
22/7/2009,29.6,1.5,994.0,7510.0,0.0
23/7/2009,30.3,2.4,956.0,7020.0,0.0
24/7/2009,30.6,2.1,898.0,6310.0,0.0
25/7/2009,29.5,2.1,865.0,5920.0,3.9
26/7/2009,29.1,2.0,853.0,5770.0,4.6
27/7/2009,32.0,3.9,861.0,5860.0,0.0
28/7/2009,29.8,1.9,850.0,5770.0,4.0
29/7/2009,28.7,1.3,883.0,6520.0,1.2
30/7/2009,29.2,1.8,923.0,7170.0,2.5
31/7/2009,28.7,1.7,987.0,7980.0,7.0
1/8/2009,27.3,1.1,1016.0,8250.0,40.0
2/8/2009,29.4,1.8,1031.0,8290.0,0.6
3/8/2009,30.4,1.8,1032.0,8160.0,0.0
4/8/2009,31.6,2.1,1021.0,7990.0,0.0
5/8/2009,29.4,2.5,1003.0,7710.0,30.9
6/8/2009,29.8,2.2,999.0,7660.0,17.6
7/8/2009,28.9,1.7,1010.0,7820.0,5.1
8/8/2009,31.1,3.3,1015.0,7890.0,0.0
9/8/2009,32.0,4.8,951.0,7010.0,0.0
10/8/2009,31.5,2.9,865.0,5920.0,0.0
11/8/2009,27.8,1.7,817.0,5350.0,19.4
12/8/2009,28.7,2.2,794.0,5070.0,0.0
13/8/2009,28.4,1.6,786.0,4980.0,0.0
14/8/2009,26.7,0.6,775.0,4850.0,100.0
15/8/2009,27.4,1.3,755.0,4610.0,5.1
16/8/2009,28.1,1.5,763.0,4710.0,1.9
17/8/2009,28.0,1.8,797.0,5170.0,24.5
18/8/2009,29.5,2.4,833.0,5680.0,0.0
19/8/2009,29.7,1.8,844.0,5840.0,0.0
20/8/2009,29.3,2.1,827.0,5590.0,0.0
21/8/2009,28.8,1.8,806.0,5290.0,0.0
22/8/2009,27.1,1.3,789.0,5060.0,14.5
23/8/2009,29.0,1.9,799.0,5200.0,0.0
24/8/2009,30.0,2.5,779.0,4920.0,0.0
25/8/2009,30.1,1.9,776.0,4880.0,0.0
26/8/2009,29.7,2.0,772.0,4830.0,0.0
27/8/2009,30.2,2.4,767.0,4760.0,0.0
28/8/2009,30.1,2.3,776.0,4880.0,0.0
29/8/2009,29.2,1.6,785.0,5000.0,17.9
30/8/2009,27.7,1.3,773.0,4840.0,21.1
31/8/2009,28.5,1.8,773.0,4840.0,0.0
1/9/2009,29.0,1.8,760.0,4670.0,0.0
2/9/2009,29.3,1.9,738.0,4390.0,0.0
3/9/2009,29.2,2.2,693.0,3850.0,0.0
4/9/2009,29.3,2.4,680.0,3710.0,0.0
5/9/2009,29.5,2.0,684.0,3750.0,0.2
6/9/2009,29.6,2.5,692.0,3840.0,0.0
7/9/2009,30.1,2.3,686.0,3770.0,0.0
8/9/2009,30.5,2.9,695.0,3880.0,0.0
9/9/2009,30.5,2.7,671.0,3600.0,0.0
10/9/2009,29.9,2.6,643.0,3310.0,0.0
11/9/2009,28.7,2.2,640.0,3280.0,4.4
12/9/2009,26.0,0.8,643.0,3310.0,24.0
13/9/2009,28.3,0.9,645.0,3330.0,6.4
14/9/2009,29.8,1.8,658.0,3460.0,0.0
15/9/2009,30.4,2.5,692.0,3840.0,0.0
16/9/2009,25.9,0.9,676.0,3660.0,2.2
17/9/2009,26.8,0.8,657.0,3450.0,0.9
18/9/2009,29.3,1.8,657.0,3450.0,0.0
19/9/2009,30.2,2.6,681.0,3720.0,0.0
20/9/2009,31.0,3.1,676.0,3660.0,0.0
21/9/2009,26.7,1.5,669.0,3580.0,6.8
22/9/2009,25.5,1.4,715.0,4110.0,15.6
23/9/2009,27.4,2.4,689.0,3810.0,0.0
24/9/2009,28.1,2.3,647.0,3350.0,0.0
25/9/2009,26.6,1.2,609.0,2970.0,40.7
26/9/2009,27.3,1.4,585.0,2730.0,3.0
27/9/2009,28.3,2.3,608.0,2960.0,0.0
28/9/2009,27.8,4.8,628.0,3160.0,0.0
29/9/2009,26.8,4.1,642.0,3300.0,0.0
30/9/2009,24.2,2.1,653.0,3410.0,4.9
1/10/2009,24.0,1.4,601.0,2890.0,2.6
2/10/2009,27.6,2.7,569.0,2590.0,0.0
3/10/2009,28.4,3.0,575.0,2650.0,0.0
4/10/2009,28.3,2.7,559.0,2520.0,0.0
5/10/2009,28.5,2.9,521.0,2220.0,0.0
6/10/2009,27.6,3.2,532.0,2310.0,0.0
7/10/2009,26.5,2.3,539.0,2360.0,0.0
8/10/2009,26.8,3.2,525.0,2250.0,0.0
9/10/2009,27.2,2.7,525.0,2250.0,0.0
10/10/2009,27.4,1.4,502.0,2070.0,0.3
11/10/2009,27.4,1.7,494.0,2020.0,0.0
12/10/2009,27.5,2.0,491.0,2000.0,0.0
13/10/2009,26.1,2.0,539.0,2360.0,0.0
14/10/2009,23.9,1.4,558.0,2510.0,9.3
15/10/2009,21.2,0.6,555.0,2490.0,30.6
16/10/2009,22.9,0.5,530.0,2290.0,0.9
17/10/2009,25.5,1.4,513.0,2150.0,0.0
18/10/2009,26.6,2.0,494.0,2020.0,0.0
19/10/2009,27.4,2.0,493.0,2010.0,0.0
20/10/2009,25.7,1.1,531.0,2300.0,15.1
21/10/2009,23.6,0.6,556.0,2500.0,6.1
22/10/2009,23.7,0.6,543.0,2390.0,1.8
23/10/2009,25.5,1.6,514.0,2160.0,0.0
24/10/2009,26.1,1.9,485.0,1960.0,0.0
25/10/2009,27.0,2.2,462.0,1790.0,0.0
26/10/2009,26.8,1.8,432.0,1580.0,0.0
27/10/2009,26.6,1.8,438.0,1630.0,0.0
28/10/2009,26.3,2.2,451.0,1720.0,0.0
29/10/2009,23.9,0.8,475.0,1890.0,4.3
30/10/2009,24.5,1.9,465.0,1820.0,0.0
31/10/2009,25.0,1.8,440.0,1640.0,0.0
1/11/2009,26.2,2.7,417.0,1480.0,0.0
2/11/2009,24.8,4.6,396.0,1360.0,0.0
3/11/2009,21.6,4.2,422.0,1510.0,0.0
4/11/2009,20.8,2.6,454.0,1740.0,0.0
5/11/2009,21.1,2.8,457.0,1760.0,0.0
6/11/2009,22.1,2.7,459.0,1770.0,0.0
7/11/2009,23.7,2.1,429.0,1560.0,0.0
8/11/2009,25.4,1.9,410.0,1440.0,0.0
9/11/2009,26.4,1.7,432.0,1580.0,0.0
10/11/2009,27.1,2.3,437.0,1620.0,0.0
11/11/2009,27.0,2.1,451.0,1720.0,0.0
12/11/2009,27.9,2.5,446.0,1680.0,0.0
13/11/2009,22.3,2.8,449.0,1700.0,3.7
14/11/2009,20.4,2.6,419.0,1490.0,0.0
15/11/2009,17.1,1.0,367.0,1180.0,0.6
16/11/2009,16.1,0.4,336.0,1000.0,2.6
17/11/2009,16.6,2.8,334.0,992.0,0.0
18/11/2009,16.0,3.5,386.0,1300.0,0.0
19/11/2009,15.5,3.1,400.0,1380.0,0.0
20/11/2009,15.1,2.7,394.0,1340.0,0.0
21/11/2009,15.9,5.0,407.0,1420.0,0.0
22/11/2009,16.7,4.0,388.0,1310.0,0.0
23/11/2009,16.9,1.9,361.0,1150.0,0.0
24/11/2009,18.2,2.2,369.0,1190.0,0.0
25/11/2009,20.3,1.6,386.0,1300.0,0.0
26/11/2009,21.5,1.5,390.0,1320.0,0.0
27/11/2009,23.2,1.5,385.0,1290.0,0.0
28/11/2009,22.6,1.0,386.0,1300.0,0.0
29/11/2009,22.8,2.2,378.0,1250.0,0.0
30/11/2009,21.6,2.4,346.0,1060.0,0.0
1/12/2009,20.3,1.6,365.0,1170.0,0.0
2/12/2009,19.2,2.6,371.0,1210.0,0.0
3/12/2009,20.1,2.4,395.0,1350.0,0.0
4/12/2009,18.3,2.1,410.0,1440.0,0.0
5/12/2009,19.4,2.9,393.0,1340.0,0.0
6/12/2009,20.3,2.9,397.0,1360.0,0.0
7/12/2009,21.8,1.5,369.0,1190.0,0.0
8/12/2009,22.5,1.3,377.0,1240.0,0.0
9/12/2009,22.1,1.9,397.0,1360.0,0.0
10/12/2009,22.8,1.7,386.0,1300.0,0.0
11/12/2009,23.3,3.0,374.0,1220.0,0.0
12/12/2009,22.6,2.0,367.0,1180.0,0.0
13/12/2009,22.9,2.3,336.0,1000.0,0.0
14/12/2009,23.5,2.5,311.0,866.0,0.0
15/12/2009,23.6,2.0,317.0,899.0,0.0
16/12/2009,18.4,2.3,342.0,1040.0,0.0
17/12/2009,15.3,1.5,387.0,1300.0,0.1
18/12/2009,15.2,1.7,372.0,1210.0,0.0
19/12/2009,15.0,1.8,355.0,1110.0,0.0
20/12/2009,14.4,1.8,332.0,981.0,0.0
21/12/2009,14.6,1.4,311.0,866.0,1.1
22/12/2009,16.2,1.9,345.0,1050.0,0.0
23/12/2009,17.0,1.6,354.0,1100.0,0.0
24/12/2009,19.6,2.1,347.0,1060.0,0.0
25/12/2009,20.9,2.2,342.0,1040.0,0.0
26/12/2009,21.0,1.9,335.0,998.0,0.0
27/12/2009,21.8,1.5,319.0,910.0,0.0
28/12/2009,16.3,3.0,297.0,795.0,0.0
29/12/2009,16.6,1.4,293.0,775.0,0.0
30/12/2009,18.0,0.5,297.0,795.0,0.6
31/12/2009,17.8,0.4,309.0,855.0,2.0
1/1/2010,16.9,0.4,314.0,890.0,0.8
2/1/2010,16.9,0.5,302.0,828.0,0.9
3/1/2010,18.7,1.4,287.0,755.0,0.0
4/1/2010,20.3,1.3,276.0,700.0,0.0
5/1/2010,22.2,1.2,273.0,683.0,0.0
6/1/2010,20.8,1.8,281.0,723.0,0.0
7/1/2010,16.1,0.9,286.0,750.0,0.1
8/1/2010,15.8,1.8,279.0,715.0,0.0
9/1/2010,16.3,1.0,276.0,700.0,0.0
10/1/2010,19.0,1.4,275.0,695.0,0.0
11/1/2010,17.5,2.0,279.0,715.0,0.0
12/1/2010,14.9,2.4,292.0,780.0,0.0
13/1/2010,14.3,1.8,297.0,805.0,0.0
14/1/2010,14.8,2.6,305.0,845.0,0.0
15/1/2010,15.3,2.3,310.0,868.0,0.0
16/1/2010,16.7,1.9,314.0,888.0,2.4
17/1/2010,18.4,1.8,302.0,828.0,0.0
18/1/2010,17.8,2.3,287.0,755.0,0.0
19/1/2010,18.2,1.9,288.0,760.0,0.0
20/1/2010,20.0,0.7,291.0,775.0,0.2
21/1/2010,20.3,0.2,290.0,770.0,9.5
22/1/2010,19.4,0.5,306.0,848.0,28.4
23/1/2010,14.9,0.5,344.0,1050.0,6.4
24/1/2010,15.7,0.9,415.0,1510.0,0.0
25/1/2010,16.9,0.3,492.0,2090.0,2.0
26/1/2010,16.6,0.9,512.0,2260.0,0.0
27/1/2010,17.0,0.6,533.0,2430.0,1.2
28/1/2010,19.1,0.6,525.0,2370.0,0.0
29/1/2010,21.1,1.0,517.0,2300.0,0.0
30/1/2010,22.7,1.6,509.0,2230.0,0.0
31/1/2010,23.8,1.8,511.0,2250.0,0.0
1/2/2010,24.1,2.1,522.0,2340.0,0.0
2/2/2010,24.0,2.4,550.0,2590.0,0.0
3/2/2010,24.9,2.0,526.0,2390.0,0.0
4/2/2010,24.8,2.2,448.0,1740.0,0.0
5/2/2010,23.7,2.5,405.0,1430.0,0.0
6/2/2010,25.0,2.1,429.0,1600.0,0.0
7/2/2010,26.0,3.2,487.0,2040.0,0.0
8/2/2010,25.7,2.9,529.0,2400.0,0.0
9/2/2010,25.6,2.6,533.0,2440.0,0.0
10/2/2010,26.4,3.4,528.0,2390.0,0.0
11/2/2010,26.1,2.0,488.0,2060.0,0.0
12/2/2010,20.8,2.9,370.0,1220.0,0.0
13/2/2010,15.0,2.0,278.0,713.0,0.0
14/2/2010,15.0,0.4,247.0,573.0,0.0
15/2/2010,14.3,1.1,257.0,614.0,0.0
16/2/2010,13.4,1.8,242.0,553.0,0.0
17/2/2010,12.6,1.3,236.0,529.0,0.0
18/2/2010,13.3,1.9,235.0,523.0,0.0
19/2/2010,13.1,1.6,227.0,493.0,2.0
20/2/2010,15.6,2.0,228.0,495.0,0.0
21/2/2010,15.8,1.2,234.0,521.0,0.0
22/2/2010,17.3,1.1,250.0,583.0,1.9
23/2/2010,18.8,0.8,267.0,655.0,0.0
24/2/2010,21.3,1.0,273.0,683.0,0.0
25/2/2010,25.1,2.2,365.0,1200.0,0.0
26/2/2010,25.2,2.8,461.0,1840.0,0.0
27/2/2010,24.1,1.9,383.0,1300.0,0.0
28/2/2010,24.9,1.7,304.0,838.0,0.0
1/3/2010,25.8,1.8,269.0,667.0,0.0
2/3/2010,26.2,1.7,287.0,753.0,0.0
3/3/2010,25.9,2.1,326.0,952.0,0.0
4/3/2010,25.3,2.1,339.0,1030.0,0.0
5/3/2010,26.0,2.3,354.0,1110.0,0.0
6/3/2010,25.7,2.0,355.0,1120.0,0.0
7/3/2010,21.1,3.0,326.0,951.0,0.0
8/3/2010,17.8,1.0,287.0,756.0,0.5
9/3/2010,16.1,1.9,277.0,706.0,0.0
10/3/2010,15.1,2.5,281.0,723.0,0.0
11/3/2010,16.0,3.1,279.0,713.0,0.0
12/3/2010,17.2,2.0,281.0,723.0,0.0
13/3/2010,19.8,0.9,284.0,738.0,0.4
14/3/2010,21.7,0.6,289.0,765.0,0.8
15/3/2010,23.9,0.8,283.0,735.0,0.0
16/3/2010,20.4,0.7,301.0,825.0,2.1
17/3/2010,20.2,1.5,310.0,868.0,0.0
18/3/2010,22.0,1.1,302.0,830.0,0.0
19/3/2010,21.6,0.8,313.0,885.0,0.0
20/3/2010,23.1,1.2,303.0,835.0,0.0
21/3/2010,22.4,0.7,295.0,795.0,0.2
22/3/2010,24.4,1.3,279.0,715.0,0.0
23/3/2010,25.7,1.8,289.0,765.0,0.0
24/3/2010,26.2,1.5,317.0,907.0,0.0
25/3/2010,21.2,3.1,381.0,1280.0,0.0
26/3/2010,19.5,4.4,438.0,1660.0,0.0
27/3/2010,19.4,3.1,437.0,1660.0,0.0
28/3/2010,20.8,2.6,350.0,1090.0,0.0
29/3/2010,22.2,3.6,277.0,705.0,0.0
30/3/2010,22.7,1.1,280.0,721.0,1.7
31/3/2010,22.9,1.1,296.0,799.0,0.0
1/4/2010,24.9,0.9,290.0,768.0,1.5
2/4/2010,22.8,1.0,300.0,818.0,3.6
3/4/2010,20.0,1.4,313.0,883.0,0.9
4/4/2010,21.0,0.8,295.0,793.0,2.7
5/4/2010,23.8,2.1,276.0,701.0,0.9
6/4/2010,25.2,1.3,299.0,813.0,0.1
7/4/2010,23.1,0.4,329.0,971.0,1.9
8/4/2010,22.0,1.7,311.0,873.0,0.4
9/4/2010,21.6,1.9,291.0,773.0,0.0
10/4/2010,23.0,0.7,283.0,734.0,0.2
11/4/2010,25.4,1.1,268.0,662.0,1.1
12/4/2010,26.8,1.7,255.0,603.0,0.0
13/4/2010,26.4,1.2,272.0,682.0,0.0
14/4/2010,24.7,1.2,289.0,766.0,1.2
15/4/2010,19.2,0.8,300.0,818.0,1.7
16/4/2010,16.9,1.0,302.0,828.0,0.0
17/4/2010,17.8,0.6,286.0,749.0,0.1
18/4/2010,21.5,1.4,274.0,688.0,1.0
19/4/2010,25.1,2.4,274.0,691.0,3.9
20/4/2010,26.4,2.4,308.0,861.0,1.5
21/4/2010,26.7,2.3,339.0,1020.0,27.4
22/4/2010,25.8,2.4,363.0,1170.0,14.1
23/4/2010,20.9,2.2,415.0,1500.0,10.8
24/4/2010,22.1,2.5,368.0,1200.0,0.0
25/4/2010,24.1,2.0,317.0,906.0,0.0
26/4/2010,24.5,1.2,320.0,922.0,0.5
27/4/2010,23.2,2.6,349.0,1080.0,0.0
28/4/2010,23.3,1.8,393.0,1360.0,3.7
29/4/2010,25.1,1.6,429.0,1600.0,0.6
30/4/2010,24.6,1.2,438.0,1670.0,0.0
1/5/2010,24.3,1.4,421.0,1550.0,0.0
2/5/2010,24.0,0.7,391.0,1340.0,1.1
3/5/2010,26.1,1.3,406.0,1450.0,0.0
4/5/2010,27.4,2.9,465.0,1880.0,0.0
5/5/2010,28.0,1.3,534.0,2450.0,0.0
6/5/2010,29.2,1.8,558.0,2670.0,0.0
7/5/2010,28.8,2.1,583.0,2910.0,0.0
8/5/2010,29.6,2.0,589.0,2970.0,0.0
9/5/2010,30.3,2.9,564.0,2720.0,0.0
10/5/2010,26.4,2.1,533.0,2440.0,15.1
11/5/2010,23.5,1.1,495.0,2110.0,4.3
12/5/2010,27.1,1.7,469.0,1900.0,0.0
13/5/2010,28.7,2.6,463.0,1860.0,0.0
14/5/2010,29.6,2.3,461.0,1840.0,0.0
15/5/2010,27.2,1.8,480.0,1980.0,19.2
16/5/2010,28.6,2.2,467.0,1880.0,0.0
17/5/2010,29.4,2.3,481.0,2000.0,0.0
18/5/2010,28.7,2.2,523.0,2350.0,3.9
19/5/2010,30.5,2.6,546.0,2560.0,0.0
20/5/2010,31.3,3.6,544.0,2540.0,0.0
21/5/2010,30.4,4.2,549.0,2580.0,0.0
22/5/2010,31.5,4.0,534.0,2450.0,0.0
23/5/2010,28.4,2.4,510.0,2240.0,0.7
24/5/2010,26.5,1.1,438.0,1670.0,3.2
25/5/2010,27.9,1.9,443.0,1700.0,0.0
26/5/2010,27.6,1.9,446.0,1720.0,26.6
27/5/2010,28.2,2.0,438.0,1670.0,4.8
28/5/2010,29.2,1.8,484.0,2020.0,0.0
29/5/2010,27.3,1.2,531.0,2410.0,0.8
30/5/2010,28.2,1.5,534.0,2440.0,0.9
31/5/2010,29.5,2.2,540.0,2500.0,1.9
1/6/2010,30.4,2.6,569.0,2780.0,25.8
2/6/2010,26.8,1.9,584.0,2920.0,3.4
3/6/2010,27.0,3.0,591.0,2990.0,0.0
4/6/2010,28.3,2.4,595.0,3030.0,0.0
5/6/2010,27.7,3.1,571.0,2800.0,0.0
6/6/2010,28.2,3.2,517.0,2290.0,0.0
7/6/2010,27.5,1.6,495.0,2110.0,48.6
8/6/2010,29.3,2.8,529.0,2400.0,0.9
9/6/2010,30.9,2.4,561.0,2700.0,0.0
10/6/2010,30.9,3.0,549.0,2580.0,0.0
11/6/2010,29.0,2.2,542.0,2520.0,19.5
12/6/2010,29.1,1.5,572.0,2810.0,0.8
13/6/2010,30.0,3.0,587.0,2950.0,35.7
14/6/2010,32.6,3.4,583.0,2910.0,0.0
15/6/2010,32.2,3.1,591.0,2990.0,0.0
16/6/2010,33.8,5.2,586.0,2940.0,0.0
17/6/2010,34.0,5.7,583.0,2910.0,0.0
18/6/2010,33.4,4.4,606.0,3150.0,0.0
19/6/2010,34.1,6.0,597.0,3060.0,0.0
20/6/2010,31.3,3.6,581.0,2890.0,0.0
21/6/2010,26.2,1.5,559.0,2680.0,52.5
22/6/2010,28.8,1.7,525.0,2370.0,7.5
23/6/2010,29.8,2.4,542.0,2530.0,0.0
24/6/2010,31.6,3.4,521.0,2330.0,0.5
25/6/2010,32.1,3.5,507.0,2210.0,0.0
26/6/2010,29.7,1.9,513.0,2260.0,1.5
27/6/2010,32.5,3.5,514.0,2270.0,0.0
28/6/2010,31.9,3.5,556.0,2650.0,0.0
29/6/2010,28.2,1.5,569.0,2780.0,30.3
30/6/2010,28.4,0.8,599.0,3080.0,49.2
1/7/2010,30.2,2.5,614.0,3240.0,0.0
2/7/2010,31.0,3.2,645.0,3580.0,0.0
3/7/2010,31.0,3.9,679.0,3980.0,0.0
4/7/2010,32.7,5.0,674.0,3920.0,0.0
5/7/2010,33.5,7.1,650.0,3640.0,0.0
6/7/2010,33.3,4.1,662.0,3780.0,0.0
7/7/2010,33.2,5.2,664.0,3790.0,0.0
8/7/2010,31.9,4.5,658.0,3720.0,0.0
9/7/2010,31.7,4.0,655.0,3690.0,0.0
10/7/2010,31.0,3.3,644.0,3560.0,53.4
11/7/2010,30.3,2.9,649.0,3620.0,21.5
12/7/2010,30.7,2.7,636.0,3480.0,0.0
13/7/2010,26.3,1.0,630.0,3410.0,15.3
14/7/2010,29.2,2.0,628.0,3390.0,6.7
15/7/2010,31.0,2.5,654.0,3690.0,0.0
16/7/2010,30.8,3.1,656.0,3700.0,0.0
17/7/2010,29.0,2.8,667.0,3840.0,0.9
18/7/2010,27.2,2.1,619.0,3290.0,71.1
19/7/2010,29.1,1.9,565.0,2740.0,0.8
20/7/2010,29.9,2.4,624.0,3590.0,5.1
21/7/2010,29.0,1.9,715.0,5220.0,0.0
22/7/2010,27.1,0.8,734.0,5610.0,3.2
23/7/2010,28.5,2.5,796.0,6930.0,0.0
24/7/2010,27.7,1.4,847.0,8080.0,1.4
25/7/2010,26.5,0.4,866.0,8470.0,77.7
26/7/2010,29.1,2.2,914.0,9170.0,10.5
27/7/2010,28.7,1.2,924.0,8250.0,0.5
28/7/2010,28.6,1.7,886.0,6890.0,42.6
29/7/2010,30.1,1.9,844.0,6170.0,0.2
30/7/2010,29.2,2.1,858.0,6370.0,2.2
31/7/2010,31.3,2.3,849.0,6240.0,0.0
1/8/2010,29.4,2.9,792.0,5450.0,0.1
2/8/2010,28.7,1.3,787.0,5380.0,2.1
3/8/2010,28.3,2.2,803.0,5590.0,19.9
4/8/2010,28.6,4.1,815.0,5750.0,0.9
5/8/2010,28.1,2.2,823.0,5860.0,39.9
6/8/2010,29.0,2.5,818.0,5790.0,1.5
7/8/2010,29.1,2.3,807.0,5640.0,0.0
8/8/2010,28.8,2.1,782.0,5320.0,0.1
9/8/2010,29.2,2.6,759.0,5040.0,0.0
10/8/2010,28.8,1.6,751.0,4950.0,0.0
11/8/2010,28.6,1.6,750.0,4940.0,14.3
12/8/2010,27.7,0.9,753.0,4980.0,4.0
13/8/2010,28.5,1.5,764.0,5140.0,0.0
14/8/2010,29.5,2.1,768.0,5210.0,0.0
15/8/2010,29.3,1.9,768.0,5220.0,2.5
16/8/2010,27.3,1.0,770.0,5250.0,6.5
17/8/2010,26.8,1.1,793.0,5610.0,0.4
18/8/2010,27.2,1.3,788.0,5530.0,0.0
19/8/2010,28.9,2.1,785.0,5480.0,0.0
20/8/2010,28.6,2.4,832.0,6300.0,6.5
21/8/2010,26.4,0.5,842.0,6480.0,27.1
22/8/2010,27.2,0.6,810.0,5910.0,13.6
23/8/2010,27.8,2.0,785.0,5480.0,20.5
24/8/2010,26.0,0.9,786.0,5500.0,20.0
25/8/2010,26.3,1.3,794.0,5620.0,42.4
26/8/2010,27.8,1.1,848.0,6670.0,5.9
27/8/2010,25.5,0.4,950.0,8950.0,53.6
28/8/2010,24.1,0.3,937.0,8620.0,48.5
29/8/2010,25.4,1.3,928.0,8420.0,0.1
30/8/2010,28.0,1.7,881.0,7310.0,0.0
31/8/2010,29.2,1.9,834.0,6340.0,0.0
1/9/2010,30.1,2.7,788.0,5530.0,0.0
2/9/2010,29.7,2.4,762.0,5110.0,21.6
3/9/2010,29.8,2.8,706.0,4320.0,0.0
4/9/2010,29.9,3.1,701.0,4250.0,0.0
5/9/2010,28.9,2.2,700.0,4240.0,0.0
6/9/2010,28.6,1.5,672.0,3890.0,0.0
7/9/2010,28.9,2.2,683.0,4020.0,0.5
8/9/2010,28.4,2.1,703.0,4280.0,0.0
9/9/2010,29.0,2.4,710.0,4370.0,0.0
10/9/2010,29.6,2.4,712.0,4400.0,0.0
11/9/2010,26.6,1.7,713.0,4410.0,12.0
12/9/2010,27.0,1.8,757.0,5050.0,3.6
13/9/2010,26.9,1.5,711.0,4400.0,3.8
14/9/2010,25.5,0.6,700.0,4240.0,5.2
15/9/2010,26.1,1.7,725.0,4580.0,2.0
16/9/2010,27.4,2.4,770.0,5250.0,0.0
17/9/2010,28.0,2.6,801.0,5750.0,0.0
18/9/2010,28.2,2.0,777.0,5360.0,0.0
19/9/2010,29.0,2.6,733.0,4700.0,0.0
20/9/2010,29.9,2.3,675.0,3930.0,0.0
21/9/2010,31.2,2.3,701.0,4260.0,0.0
22/9/2010,26.8,1.7,728.0,4610.0,42.3
23/9/2010,23.9,0.8,737.0,4740.0,35.5
24/9/2010,24.7,1.3,734.0,4700.0,3.5
